Name	Artist	Playlist Genre	Year	Popularity
Beautiful Day	U2	Rock	2000	72.0
Trouble	Coldplay	Rock	2000	71.0
Girls and Boys	Blur	Rock	2000	68.0
Rock DJ	Robbie Williams	Rock	2000	68.0
Basket Case	Green Day	Rock	1994	79.0
When I Come Around	Green Day	Rock	1994	75.0
Hallelujah	Jeff Buckley	Rock	1994	72.0
The Man Who Sold The World	Nirvana	Rock	1994	72.0
Afuera	Caifanes	Rock	1994	71.0
Interstate Love Song	Stone Temple Pilots	Rock	1994	71.0
I'll Stand by You	Pretenders	Rock	1994	69.0
Ode To My Family	The Cranberries	Rock	1994	69.0
Loser	Beck	Rock	1994	68.0
Only Wanna Be with You	Hootie & The Blowfish	Rock	1994	68.0
Killing In The Name	Rage Against The Machine	Rock	1992	78.0
Friday I'm In Love	The Cure	Rock	1992	75.0
Bed Of Roses	Bon Jovi	Rock	1992	73.0
Everybody Hurts	R.E.M.	Rock	1992	73.0
No Rain	Blind Melon	Rock	1992	73.0
Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster	Eric Clapton	Rock	1992	73.0
Walk	Pantera	Rock	1992	72.0
Symphony Of Destruction	Megadeth	Rock	1992	70.0
Runaway Train	Soul Asylum	Rock	1992	68.0
Friday I'm in Love	The Cure	Rock	1992	67.0
Bitter Sweet Symphony	The Verve	Rock	1997	78.0
Everlong	Foo Fighters	Rock	1997	77.0
Karma Police	Radiohead	Rock	1997	74.0
Semi-Charmed Life	Third Eye Blind	Rock	1997	74.0
Song 2 - 2012 Remaster	Blur	Rock	1997	74.0
Angels	Robbie Williams	Rock	1997	73.0
"Danger Zone - From ""Top Gun"" Original Soundtrack"	Kenny Loggins	Rock	1997	71.0
I'll Be	Edwin McCain	Rock	1997	70.0
My Hero	Foo Fighters	Rock	1997	69.0
Torn	Natalie Imbruglia	Rock	1997	69.0
Last Resort	Papa Roach	Rock	2001	79.0
How You Remind Me	Nickelback	Rock	2001	78.0
Toxicity	System Of A Down	Rock	2001	78.0
Drops of Jupiter	Train	Rock	2001	77.0
Your Body Is a Wonderland	John Mayer	Rock	2001	77.0
Island In The Sun	Weezer	Rock	2001	75.0
Don't Stop Believin'	Journey	Rock	2001	74.0
In Too Deep	Sum 41	Rock	2001	74.0
Fat Lip	Sum 41	Rock	2001	73.0
Wherever You Will Go	The Calling	Rock	2001	72.0
Snow (Hey Oh)	Red Hot Chili Peppers	Rock	2006	79.0
Welcome to the Black Parade	My Chemical Romance	Rock	2006	78.0
Chasing Cars	Snow Patrol	Rock	2006	77.0
Teenagers	My Chemical Romance	Rock	2006	77.0
Dani California	Red Hot Chili Peppers	Rock	2006	76.0
Crazy	Gnarls Barkley	Rock	2006	75.0
When You Were Young	The Killers	Rock	2006	75.0
Starlight	Muse	Rock	2006	73.0
Supermassive Black Hole	Muse	Rock	2006	73.0
Animal I Have Become	Three Days Grace	Rock	2006	72.0
Can't Stop	Red Hot Chili Peppers	Rock	2002	80.0
Here Without You	3 Doors Down	Rock	2002	75.0
By the Way	Red Hot Chili Peppers	Rock	2002	74.0
Headstrong	Trapt	Rock	2002	73.0
Feel	Robbie Williams	Rock	2002	72.0
No One Knows	Queens of the Stone Age	Rock	2002	71.0
Still Waiting	Sum 41	Rock	2002	69.0
When I'm Gone	3 Doors Down	Rock	2002	69.0
Lifestyles of the Rich & Famous	Good Charlotte	Rock	2002	68.0
The Red	Chevelle	Rock	2002	68.0
Numb	Linkin Park	Rock	2003	81.0
Bring Me To Life	Evanescence	Rock	2003	78.0
Are You Gonna Be My Girl	Jet	Rock	2003	74.0
I'm Gonna Be (500 Miles)	The Proclaimers	Rock	2003	74.0
Eres	Café Tacvba	Rock	2003	73.0
Reptilia	The Strokes	Rock	2003	73.0
Stacy's Mom	Fountains Of Wayne	Rock	2003	73.0
I Hate Everything About You	Three Days Grace	Rock	2003	70.0
Love	Zoé	Rock	2003	70.0
Going Under	Evanescence	Rock	2003	69.0
Feel Good Inc.	Gorillaz	Rock	2005	80.0
Bad Day	Daniel Powter	Rock	2005	76.0
You're Beautiful	James Blunt	Rock	2005	76.0
B.Y.O.B.	System Of A Down	Rock	2005	75.0
Blue Monday - 2016 Remaster	New Order	Rock	2005	73.0
Stricken	Disturbed	Rock	2005	72.0
Coming Undone	Korn	Rock	2005	71.0
Lips Of An Angel	Hinder	Rock	2005	71.0
Self Esteem	The Offspring	Rock	2005	71.0
The Kill	Thirty Seconds To Mars	Rock	2005	71.0
Thunderstruck	AC/DC	Rock	1990	81.0
More Than Words	Extreme	Rock	1990	71.0
La Célula Que Explota	Caifanes	Rock	1990	69.0
Black Betty	Ram Jam	Rock	1990	67.0
What I Like About You	The Romantics	Rock	1990	66.0
Cherry Pie	Warrant	Rock	1990	65.0
Enjoy the Silence - Single Mix	Depeche Mode	Rock	1990	65.0
Are You Ready	AC/DC	Rock	1990	64.0
She Talks To Angels	The Black Crowes	Rock	1990	63.0
Silent Lucidity - Remastered/2003	Queensrÿche	Rock	1990	61.0
American Idiot	Green Day	Rock	2004	78.0
Mr. Brightside	The Killers	Rock	2004	77.0
Somewhere Only We Know	Keane	Rock	2004	77.0
Duality	Slipknot	Rock	2004	76.0
Wake Me up When September Ends	Green Day	Rock	2004	76.0
I'm Not Okay (I Promise)	My Chemical Romance	Rock	2004	74.0
Everybody's Changing	Keane	Rock	2004	73.0
Take Me Out	Franz Ferdinand	Rock	2004	71.5
Boulevard of Broken Dreams	Green Day	Rock	2004	71.0
Can't Be Touched (feat. Mr. Magic & Trouble)	Roy Jones Jr.	Rock	2004	71.0
Where Is My Mind?	Pixies	Rock	1988	74.0
American Pie	Don McLean	Rock	1988	71.0
Every Rose Has Its Thorn - Remastered 2003	Poison	Rock	1988	71.0
She Drives Me Crazy	Fine Young Cannibals	Rock	1988	71.0
A Little Respect - 2009 Remastered Version	Erasure	Rock	1988	69.0
Gypsy	Fleetwood Mac	Rock	1988	69.0
Viento	Caifanes	Rock	1988	68.0
Bad Medicine	Bon Jovi	Rock	1988	67.0
I Hate Myself for Loving You	Joan Jett & The Blackhearts	Rock	1988	67.0
Patience	Guns N' Roses	Rock	1988	67.0
Jump - 2015 Remaster	Van Halen	Rock	1984	78.0
I Want to Know What Love Is - 1999 Remaster	Foreigner	Rock	1984	77.0
Dancing In the Dark	Bruce Springsteen	Rock	1984	76.0
The Boys Of Summer	Don Henley	Rock	1984	76.0
Born in the U.S.A.	Bruce Springsteen	Rock	1984	75.0
Can't Fight This Feeling	REO Speedwagon	Rock	1984	73.0
Panama - 2015 Remaster	Van Halen	Rock	1984	73.0
We're Not Gonna Take It	Twisted Sister	Rock	1984	73.0
This Charming Man - 2011 Remaster	The Smiths	Rock	1984	72.0
You're the Inspiration - 2006 Remaster	Chicago	Rock	1984	72.0
Africa	TOTO	Rock	1982	83.0
Billie Jean	Michael Jackson	Rock	1982	81.0
Under Pressure - Remastered	Queen	Rock	1982	81.0
Should I Stay or Should I Go - Remastered	The Clash	Rock	1982	79.0
Beat It - Single Version	Michael Jackson	Rock	1982	77.0
Jack & Diane	John Mellencamp	Rock	1982	73.0
Rock the Casbah - Remastered	The Clash	Rock	1982	72.0
Hungry Like the Wolf - 2009 Remaster	Duran Duran	Rock	1982	71.0
Hurts So Good	John Mellencamp	Rock	1982	69.0
White Wedding - Pt. 1	Billy Idol	Rock	1982	68.0
Dream On	Aerosmith	Rock	1973	78.0
La Grange - 2005 Remaster	ZZ Top	Rock	1973	74.0
Knockin' On Heaven's Door - Remastered	Bob Dylan	Rock	1973	73.0
Money	Pink Floyd	Rock	1973	73.0
Angie	The Rolling Stones	Rock	1973	72.0
Long Train Runnin'	The Doobie Brothers	Rock	1973	71.0
Crocodile Rock	Elton John	Rock	1973	70.0
Time	Pink Floyd	Rock	1973	70.0
Bennie And The Jets - Remastered 2014	Elton John	Rock	1973	68.5
Breathe (In the Air)	Pink Floyd	Rock	1973	68.0
Highway to Hell	AC/DC	Rock	1979	83.0
Another Brick in the Wall, Pt. 2	Pink Floyd	Rock	1979	76.0
Comfortably Numb	Pink Floyd	Rock	1979	74.0
Message In A Bottle	The Police	Rock	1979	74.0
Boys Don't Cry	The Cure	Rock	1979	73.0
London Calling - Remastered	The Clash	Rock	1979	73.0
My Sharona	The Knack	Rock	1979	73.0
Escape (The Pina Colada Song)	Rupert Holmes	Rock	1979	71.0
The Logical Song - Remastered 2010	Supertramp	Rock	1979	71.0
Don't Bring Me Down	Electric Light Orchestra	Rock	1979	70.0
Dreams - 2004 Remaster	Fleetwood Mac	Rock	1977	79.0
Mr. Blue Sky	Electric Light Orchestra	Rock	1977	79.0
Dust in the Wind	Kansas	Rock	1977	77.0
We Are The Champions - Remastered 2011	Queen	Rock	1977	76.0
Heroes - 2017 Remaster	David Bowie	Rock	1977	75.0
Give A Little Bit	Supertramp	Rock	1977	74.0
Go Your Own Way - 2004 Remaster	Fleetwood Mac	Rock	1977	73.33333333333333
The Chain - 2004 Remaster	Fleetwood Mac	Rock	1977	73.0
We Will Rock You - Remastered	Queen	Rock	1977	73.0
Psycho Killer - 2005 Remaster	Talking Heads	Rock	1977	72.0
Don't Stop Believin'	Journey	Rock	1981	80.0
In The Air Tonight - 2015 Remastered	Phil Collins	Rock	1981	76.0
Start Me Up - Remastered	The Rolling Stones	Rock	1981	76.0
Don't You Want Me	The Human League	Rock	1981	74.0
I Love Rock 'N Roll	Joan Jett & The Blackhearts	Rock	1981	72.0
Centerfold	The J. Geils Band	Rock	1981	71.0
Just Can't Get Enough	Depeche Mode	Rock	1981	71.0
Heart Of Glass - Special Mix	Blondie	Rock	1981	70.0
Jessie's Girl	Rick Springfield	Rock	1981	70.0
Limelight	Rush	Rock	1981	69.0
Rebel Rebel - 2016 Remaster	David Bowie	Rock	1974	74.0
You Ain't Seen Nothing Yet	Bachman-Turner Overdrive	Rock	1974	68.0
Bad Company - 2015 Remaster	Bad Company	Rock	1974	63.0
Sundown	Gordon Lightfoot	Rock	1974	63.0
Sweet Home Alabama	Lynyrd Skynyrd	Rock	1974	63.0
Ballroom Blitz	Sweet	Rock	1974	60.0
Doctor Doctor - 2007 Remaster	UFO	Rock	1974	60.0
Rikki Don't Lose That Number	Steely Dan	Rock	1974	60.0
The Bitch Is Back	Elton John	Rock	1974	59.0
You're No Good	Linda Ronstadt	Rock	1974	59.0
Let It Be - Remastered 2009	The Beatles	Rock	1970	79.0
Have You Ever Seen The Rain	Creedence Clearwater Revival	Rock	1970	78.0
Immigrant Song - Remaster	Led Zeppelin	Rock	1970	77.0
Roadhouse Blues	The Doors	Rock	1970	72.0
Moondance - 2013 Remaster	Van Morrison	Rock	1970	69.0
Mississippi Queen	Mountain	Rock	1970	68.0
Paranoid - 2016 Remaster	Black Sabbath	Rock	1970	68.0
Iron Man - 2014 Remaster	Black Sabbath	Rock	1970	66.0
Oh! Sweet Nuthin' - 2015 Remastered	The Velvet Underground	Rock	1970	66.0
Casey Jones - 2013 Remaster	Grateful Dead	Rock	1970	64.0
Hotel California - 2013 Remaster	Eagles	Rock	1976	82.0
T.N.T.	AC/DC	Rock	1976	77.0
Carry on Wayward Son	Kansas	Rock	1976	74.0
If You Leave Me Now	Chicago	Rock	1976	74.0
American Girl	Tom Petty and the Heartbreakers	Rock	1976	73.0
Dirty Deeds Done Dirt Cheap	AC/DC	Rock	1976	73.0
Life in the Fast Lane - 2013 Remaster	Eagles	Rock	1976	72.0
Blitzkrieg Bop - 2016 Remaster	Ramones	Rock	1976	71.0
It's a Long Way to the Top (If You Wanna Rock 'N' Roll)	AC/DC	Rock	1976	70.0
Rich Girl	Daryl Hall & John Oates	Rock	1976	70.0
Pour Some Sugar On Me - Remastered 2017	Def Leppard	Rock	1987	74.0
Alone	Heart	Rock	1987	73.0
The House of the Rising Sun	The Animals	Rock	1987	73.0
Englishman In New York	Sting	Rock	1987	71.0
Dude (Looks Like A Lady)	Aerosmith	Rock	1987	70.0
Got My Mind Set On You - 2004 Mix	George Harrison	Rock	1987	70.0
Hysteria	Def Leppard	Rock	1987	68.0
I Think We're Alone Now	Tiffany	Rock	1987	68.0
Here I Go Again - 2018 Remaster	Whitesnake	Rock	1987	67.5
Just Like Heaven	The Cure	Rock	1987	67.5
Don't Stop Me Now - 2011 Mix	Queen	Rock	1978	83.0
Roxanne	The Police	Rock	1978	77.0
Hold the Line	TOTO	Rock	1978	75.0
Runnin' with the Devil - 2015 Remaster	Van Halen	Rock	1978	70.0
Baker Street	Gerry Rafferty	Rock	1978	69.0
Just What I Needed	The Cars	Rock	1978	69.0
What a Fool Believes	The Doobie Brothers	Rock	1978	68.0
Wuthering Heights	Kate Bush	Rock	1978	68.0
Fat Bottomed Girls - 2011 Remaster	Queen	Rock	1978	67.0
Fat Bottomed Girls - Remastered 2011	Queen	Rock	1978	66.0
Come Together - Remastered 2009	The Beatles	Rock	1969	79.0
Whole Lotta Love - 1990 Remaster	Led Zeppelin	Rock	1969	76.0
Something - Remastered 2009	The Beatles	Rock	1969	71.0
Good Times Bad Times - 1993 Remaster	Led Zeppelin	Rock	1969	70.0
Ramble On - 1990 Remaster	Led Zeppelin	Rock	1969	70.0
Touch Me	The Doors	Rock	1969	67.0
Pale Blue Eyes	The Velvet Underground	Rock	1969	66.0
You Can't Always Get What You Want	The Rolling Stones	Rock	1969	66.0
Black Magic Woman - Single Version	Santana	Rock	1969	65.0
Dazed and Confused	Led Zeppelin	Rock	1969	63.0
The Final Countdown	Europe	Rock	1986	75.0
You Can Call Me Al	Paul Simon	Rock	1986	75.0
There Is a Light That Never Goes Out - 2011 Remaster	The Smiths	Rock	1986	73.0
You Shook Me All Night Long	AC/DC	Rock	1986	72.0
Glory of Love	Peter Cetera	Rock	1986	71.0
Carrie	Europe	Rock	1986	70.0
True Colors	Cyndi Lauper	Rock	1986	68.0
Walk This Way (feat. Aerosmith)	Run–D.M.C.	Rock	1986	68.0
Bigmouth Strikes Again - 2011 Remaster	The Smiths	Rock	1986	67.0
Bizarre Love Triangle	New Order	Rock	1986	67.0
Back In Black	AC/DC	Rock	1980	83.0
Another One Bites The Dust - Remastered 2011	Queen	Rock	1980	79.33333333333333
You Shook Me All Night Long	AC/DC	Rock	1980	78.0
Crazy Train	Ozzy Osbourne	Rock	1980	77.0
You Make My Dreams	Daryl Hall & John Oates	Rock	1980	77.0
Ace of Spades	Motörhead	Rock	1980	74.0
Crazy Little Thing Called Love - Remastered 2011	Queen	Rock	1980	74.0
Any Way You Want It	Journey	Rock	1980	71.0
Hells Bells	AC/DC	Rock	1980	70.0
Keep on Loving You	REO Speedwagon	Rock	1980	70.0
Every Breath You Take	The Police	Rock	1983	83.0
Sweet Dreams (Are Made of This) - Remastered	Eurythmics	Rock	1983	81.0
Uptown Girl	Billy Joel	Rock	1983	77.0
Girls Just Want to Have Fun	Cyndi Lauper	Rock	1983	76.0
99 Luftballons	Nena	Rock	1983	73.0
Karma Chameleon - Remastered	Culture Club	Rock	1983	72.0
Sharp Dressed Man - 2008 Remaster	ZZ Top	Rock	1983	72.0
Let's Dance - 2018 Remaster	David Bowie	Rock	1983	71.0
Rebel Yell	Billy Idol	Rock	1983	71.0
Sunday Bloody Sunday - Remastered 2008	U2	Rock	1983	70.0
Take on Me	a-ha	Rock	1985	83.0
Everybody Wants To Rule The World	Tears For Fears	Rock	1985	80.0
Eye of the Tiger	Survivor	Rock	1985	76.0
Your Love	The Outfield	Rock	1985	70.33333333333333
Shout	Tears For Fears	Rock	1985	70.0
How Will I Know	Whitney Houston	Rock	1985	69.0
Close To Me	The Cure	Rock	1985	68.0
St. Elmos Fire (Man in Motion)	John Parr	Rock	1985	68.0
Addicted To Love	Robert Palmer	Rock	1985	67.0
Broken Wings	Mr. Mister	Rock	1985	65.0
Right Here Waiting	Richard Marx	Rock	1989	75.0
We Didn't Start the Fire	Billy Joel	Rock	1989	73.0
I Won't Back Down	Tom Petty	Rock	1989	71.0
Free Fallin'	Tom Petty	Rock	1989	70.5
18 and Life	Skid Row	Rock	1989	69.0
Love Shack	The B-52's	Rock	1989	69.0
I Remember You	Skid Row	Rock	1989	68.0
Hey	Pixies	Rock	1989	67.0
Poison	Alice Cooper	Rock	1989	65.6
Lovesong - Remastered	The Cure	Rock	1989	65.0
Bohemian Rhapsody - 2011 Mix	Queen	Rock	1975	80.0
Landslide	Fleetwood Mac	Rock	1975	77.0
Wish You Were Here	Pink Floyd	Rock	1975	76.0
Born to Run	Bruce Springsteen	Rock	1975	73.0
Sweet Emotion	Aerosmith	Rock	1975	73.0
Walk This Way	Aerosmith	Rock	1975	72.0
You Sexy Thing	Hot Chocolate	Rock	1975	71.0
I'm Not In Love	10cc	Rock	1975	70.0
No Woman, No Cry - Live At The Lyceum, London/1975	Bob Marley & The Wailers	Rock	1975	70.0
50 Ways to Leave Your Lover	Paul Simon	Rock	1975	69.0
All Along the Watchtower	Jimi Hendrix	Rock	1968	76.0
Born To Be Wild	Steppenwolf	Rock	1968	73.0
Born To Be Wild - Single Version	Steppenwolf	Rock	1968	67.0
Piece of My Heart	Big Brother & The Holding Company	Rock	1968	67.0
Hello, I Love You	The Doors	Rock	1968	62.0
Helter Skelter - Remastered 2009	The Beatles	Rock	1968	62.0
Hush - 1998 Remaster	Deep Purple	Rock	1968	62.0
Sweet Thing - 1999 Remaster	Van Morrison	Rock	1968	62.0
A Hazy Shade of Winter	Simon & Garfunkel	Rock	1968	54.0
The Pusher	Steppenwolf	Rock	1968	54.0
Tiny Dancer	Elton John	Rock	1971	79.0
Stairway to Heaven - Remaster	Led Zeppelin	Rock	1971	78.0
Riders on the Storm	The Doors	Rock	1971	74.0
American Pie	Don McLean	Rock	1971	73.0
Black Dog - Remaster	Led Zeppelin	Rock	1971	73.0
Wild Horses	The Rolling Stones	Rock	1971	72.0
Stairway to Heaven - 1990 Remaster	Led Zeppelin	Rock	1971	69.0
Changes - 2015 Remaster	David Bowie	Rock	1971	66.0
Honky Tonk Women - Mono Version	The Rolling Stones	Rock	1971	66.0
Jealous Guy - Remastered 2010	John Lennon	Rock	1971	66.0
Rocket Man (I Think It's Going To Be A Long, Long Time)	Elton John	Rock	1972	81.0
Listen to the Music	The Doobie Brothers	Rock	1972	75.0
Smoke On The Water - Remastered 2012	Deep Purple	Rock	1972	75.0
Take It Easy - 2013 Remaster	Eagles	Rock	1972	75.0
You're so Vain	Carly Simon	Rock	1972	75.0
Walk On the Wild Side	Lou Reed	Rock	1972	74.0
Starman - 2012 Remaster	David Bowie	Rock	1972	73.0
Brandy (You're a Fine Girl)	Looking Glass	Rock	1972	72.0
Heart of Gold - 2009 Remaster	Neil Young	Rock	1972	71.0
Reelin' In The Years	Steely Dan	Rock	1972	71.0
Happy Together	The Turtles	Rock	1967	74.0
Light My Fire	The Doors	Rock	1967	72.0
Break on Through (To the Other Side)	The Doors	Rock	1967	71.0
Purple Haze	Jimi Hendrix	Rock	1967	71.0
Hey Joe	Jimi Hendrix	Rock	1967	70.0
People Are Strange	The Doors	Rock	1967	69.0
White Rabbit	Jefferson Airplane	Rock	1967	69.0
Nights In White Satin - Single Version / Mono Mix	The Moody Blues	Rock	1967	67.0
A Day In The Life - Remastered 2009	The Beatles	Rock	1967	66.0
Waterloo Sunset - Mono Mix	The Kinks	Rock	1967	66.0
For What It's Worth	Buffalo Springfield	Rock	1966	73.0
Wouldn't It Be Nice - Stereo Mix	The Beach Boys	Rock	1966	71.0
Paint It, Black - Mono	The Rolling Stones	Rock	1966	66.0
Like a Rolling Stone - Live at Royal Albert Hall, London, UK - May 26, 1966	Bob Dylan	Rock	1966	61.0
House Of The Rising Sun	The Animals	Rock	1966	60.0
Sunshine Superman	Donovan	Rock	1966	59.0
My Generation - Mono Version	The Who	Rock	1966	56.0
Gimme Shelter - Mono	The Rolling Stones	Rock	1966	36.0
Paint It Black	The Rolling Stones	Rock	1966	14.0
One Bourbon, One Scotch, One Beer	John Lee Hooker	Rock	1966	2.0
(I Can't Get No) Satisfaction - Mono Version	The Rolling Stones	Rock	1965	76.0
In My Life - Remastered 2009	The Beatles	Rock	1965	73.0
Like a Rolling Stone	Bob Dylan	Rock	1965	71.0
Turn! Turn! Turn! (To Everything There Is a Season)	The Byrds	Rock	1965	42.0
I Can't Explain - Stereo Version	The Who	Rock	1965	41.0
Where Have All the Good Times Gone	The Kinks	Rock	1965	36.0
My Generation - Shel Talmy Stereo Version	The Who	Rock	1965	1.0
The Sound of Silence - Acoustic Version	Simon & Garfunkel	Rock	1964	74.0
You Really Got Me - Mono Mix	The Kinks	Rock	1964	72.0
Eight Days A Week - Remastered 2009	The Beatles	Rock	1964	65.0
All Day and All of the Night	The Kinks	Rock	1964	33.0
You Really Got Me	The Kinks	Rock	1964	16.0
I Saw Her Standing There - Remastered 2009	The Beatles	Rock	1963	71.0
A Hard Rain's A-Gonna Fall	Bob Dylan	Rock	1963	59.0
Surfer Joe - Hit Version	The Surfaris	Rock	1963	15.0
Driftin' Blues	Charles Brown	Rock	1963	0.0
Green Onions	Booker T. & the M.G.'s	Rock	1962	64.0
Long Tall Sally (The Thing)	Little Richard	Rock	1957	1.0
Jailhouse Rock	Elvis Presley	Rock	1958	73.0
Blinding Lights	The Weeknd	Latin	2019	98.0
Circles	Post Malone	Latin	2019	98.0
Memories	Maroon 5	Latin	2019	98.0
The Box	Roddy Ricch	Latin	2019	98.0
Tusa	KAROL G	Latin	2019	98.0
Don't Start Now	Dua Lipa	Latin	2019	97.0
everything i wanted	Billie Eilish	Latin	2019	97.0
RITMO (Bad Boys For Life)	The Black Eyed Peas	Latin	2019	96.0
bad guy	Billie Eilish	Latin	2019	95.0
HIGHEST IN THE ROOM	Travis Scott	Latin	2019	94.0
Falling	Trevor Daniel	Latin	2018	97.0
Happier	Marshmello	Latin	2018	89.0
Sunflower - Spider-Man: Into the Spider-Verse	Post Malone	Latin	2018	88.0
Without Me	Halsey	Latin	2018	88.0
SAD!	XXXTENTACION	Latin	2018	87.0
SICKO MODE	Travis Scott	Latin	2018	87.0
Sweet but Psycho	Ava Max	Latin	2018	87.0
3 Nights	Dominic Fike	Latin	2018	86.0
Calma - Remix	Pedro Capó	Latin	2018	86.0
High Hopes	Panic! At The Disco	Latin	2018	86.0
Perfect	Ed Sheeran	Latin	2017	86.0
Thunder	Imagine Dragons	Latin	2017	85.0
Let You Down	NF	Latin	2017	83.0
Meant to Be (feat. Florida Georgia Line)	Bebe Rexha	Latin	2017	81.0
Ric Flair Drip (& Metro Boomin)	Offset	Latin	2017	81.0
Body	Loud Luxury	Latin	2017	79.0
Nevermind	Dennis Lloyd	Latin	2017	79.0
Stay	Zedd	Latin	2017	79.0
Tu Sicaria	Ms Nina	Latin	2017	78.0
Me Rehúso	Danny Ocean	Latin	2017	77.0
Closer (feat. Halsey)	The Chainsmokers	Latin	2016	85.0
Don't Let Me Down	The Chainsmokers	Latin	2016	81.0
Let Me Love You	DJ Snake	Latin	2016	81.0
Cake By The Ocean	DNCE	Latin	2016	80.0
7 Years	Lukas Graham	Latin	2016	79.0
We Don't Talk Anymore	Charlie Puth	Latin	2016	79.0
Dangerous Woman	Ariana Grande	Latin	2016	77.0
My Way	Calvin Harris	Latin	2016	77.0
Rockabye (feat. Sean Paul & Anne-Marie)	Clean Bandit	Latin	2016	77.0
Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)	Lil Wayne	Latin	2016	77.0
Photograph	Ed Sheeran	Latin	2014	84.0
Thinking out Loud	Ed Sheeran	Latin	2014	83.0
Rude	MAGIC!	Latin	2014	78.0
Best Day Of My Life	American Authors	Latin	2014	76.0
Propuesta Indecente	Romeo Santos	Latin	2014	76.0
Counting Stars	OneRepublic	Latin	2014	74.0
Problem	Ariana Grande	Latin	2014	74.0
XO	John Mayer	Latin	2014	72.0
House Party	Sam Hunt	Latin	2014	71.0
Odio	Romeo Santos	Latin	2014	71.0
When I Was Your Man	Bruno Mars	Latin	2012	82.0
Locked Out of Heaven	Bruno Mars	Latin	2012	78.0
Treasure	Bruno Mars	Latin	2012	76.0
Feel So Close - Radio Edit	Calvin Harris	Latin	2012	75.0
Firework	Katy Perry	Latin	2012	73.0
Good Feeling	Flo Rida	Latin	2012	73.0
Radioactive	Imagine Dragons	Latin	2012	73.0
We Are Young (feat. Janelle Monáe)	fun.	Latin	2012	73.0
Demons	Imagine Dragons	Latin	2012	72.0
Good Time	Owl City	Latin	2012	72.0
Can't Feel My Face	The Weeknd	Latin	2015	80.0
Sugar	Maroon 5	Latin	2015	80.0
Centuries	Fall Out Boy	Latin	2015	79.0
Faded	Alan Walker	Latin	2015	77.0
Tennessee Whiskey	Chris Stapleton	Latin	2015	77.0
Unsteady	X Ambassadors	Latin	2015	77.0
Animals	Maroon 5	Latin	2015	75.0
Jumpman	Drake	Latin	2015	75.0
Confident	Demi Lovato	Latin	2015	74.0
Bajo El Agua	Manuel Medrano	Latin	2015	73.0
All of Me	John Legend	Latin	2013	85.0
Wake Me Up	Avicii	Latin	2013	84.0
Vivir Mi Vida	Marc Anthony	Latin	2013	75.0
The Monster	Eminem	Latin	2013	74.0
Turn Down for What	DJ Snake	Latin	2013	72.0
Pompeii	Bastille	Latin	2013	71.0
Darte un Beso	Prince Royce	Latin	2013	70.0
Donde Estan Las Gatas (feat. Nicky Jam)	Daddy Yankee	Latin	2013	68.0
I Love It (feat. Charli XCX)	Icona Pop	Latin	2013	67.0
Pam Pam	Wisin & Yandel	Latin	2013	67.0
A Thousand Years	Christina Perri	Latin	2011	79.0
Someone Like You	Adele	Latin	2011	79.0
Love You Like A Love Song	Selena Gomez & The Scene	Latin	2011	75.0
Fuiste Tú	Ricardo Arjona	Latin	2011	74.0
Stronger (What Doesn't Kill You)	Kelly Clarkson	Latin	2011	73.0
Country Girl (Shake It For Me)	Luke Bryan	Latin	2011	72.0
International Love	Pitbull	Latin	2011	71.0
¡Corre!	Jesse & Joy	Latin	2011	70.0
Wanted	Hunter Hayes	Latin	2011	69.0
Stereo Hearts (feat. Adam Levine)	Gym Class Heroes	Latin	2011	68.5
Hey, Soul Sister	Train	Latin	2010	82.0
Love The Way You Lie	Eminem	Latin	2010	82.0
Just the Way You Are	Bruno Mars	Latin	2010	78.5
DJ Got Us Fallin' In Love (feat. Pitbull)	Usher	Latin	2010	78.0
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song]	Shakira	Latin	2010	77.0
Baby	Justin Bieber	Latin	2010	76.0
Airplanes (feat. Hayley Williams)	B.o.B	Latin	2010	75.0
Grenade	Bruno Mars	Latin	2010	75.0
Danza Kuduro	Don Omar	Latin	2010	73.75
Marry You	Bruno Mars	Latin	2010	72.0
I'm Yours	Jason Mraz	Latin	2008	82.0
Don't Stop The Music	Rihanna	Latin	2008	76.0
Chicken Fried	Zac Brown Band	Latin	2008	75.0
Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007	John Mayer	Latin	2008	74.0
Llamado de Emergencia	Daddy Yankee	Latin	2008	71.0
Poker Face	Lady Gaga	Latin	2008	69.0
Single Ladies (Put a Ring on It)	Beyoncé	Latin	2008	69.0
No Me Doy Por Vencido	Luis Fonsi	Latin	2008	68.0
Just Dance	Lady Gaga	Latin	2008	67.0
Suavemente	Elvis Crespo	Latin	2008	67.0
Yummy	Justin Bieber	Latin	2020	95.0
Life Is Good (feat. Drake)	Future	Latin	2020	93.0
Rare	Selena Gomez	Latin	2020	88.0
Good News	Mac Miller	Latin	2020	87.0
You should be sad	Halsey	Latin	2020	86.0
Eleven	Khalid	Latin	2020	83.0
Morado	J Balvin	Latin	2020	82.0
Muévelo	Nicky Jam	Latin	2020	82.0
La Playa - Remix	Myke Towers	Latin	2020	79.0
